record_id,canonical_name,dataset_doi,source_version,source_title,expected_file_count,expected_bytes,source_data_origin,population_scope,population_evidence,file_review_level,structure_summary,data_granularity,plausible_model_use,evidence_basis,model_use_decision,headline_catalog_included,reason,related_catalog_record_ids_or_names,confidence,review_date
dryad_v6wwpzh1b,Data from: Micropulse transscleral cyclophotocoagulation results in secondary glaucoma,10.5061/dryad.v6wwpzh1b,4,Data from: Micropulse transscleral cyclophotocoagulation results in secondary glaucoma,2,14771,human_participant_or_patient_data,human_participant_or_patient_data,"The reduction in IOP was found to be significant (p = 0.004) at the end of the follow-up time, and the success rate was 72% according to our results.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, xlsx_workbook=1",secondary-glaucoma treatment outcome workbook,post-treatment pressure/outcome prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Data_Dryad.xlsx, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents secondary-glaucoma treatment outcome workbook, providing structured human-derived inputs and/or targets for post-treatment pressure/outcome prediction.",,medium,2026-08-02
dryad_v9p0b,Data from: Retinal capillary rarefaction in patients with untreated mild-moderate hypertension,10.5061/dryad.v9p0b,1,Data from: Retinal capillary rarefaction in patients with untreated mild-moderate hypertension,1,34844,human_participant_or_patient_data,human_participant_or_patient_data,"Data from: Retinal capillary rarefaction in patients with untreated mild-moderate hypertension Background: Microvascular rarefaction influences peripheral vascular resistance, perfusion and metabolism by affecting blood pressure and flow pattern.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: file_type_confirmed=1,hypertensive patient retinal-capillary measurement dataset,hypertension-associated capillary prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include CapillaryRarefactionFinalsav.sav.,included_human_or_human_derived_model_resource,True,"The deposit documents hypertensive patient retinal-capillary measurement dataset, providing structured human-derived inputs and/or targets for hypertension-associated capillary prediction.",,medium,2026-08-02
dryad_vkh_apoe,VKH APOE Transcriptomics and Proteomics Dataset,10.5061/dryad.37pvmcvzx,3,Data from: Bulk-seq results from peripheral blood mononuclear cells (PBMCs) of VKH patients and proteomic profiling of shAPOE-transduced HMC3 cells were employed to uncover potential downstream targets of APOE,5,68879258875,human_participants_or_human_derived_biological_material,human_participants_or_human_derived_biological_material,Clinical data were integrated to enhance the overall credibility and accuracy of the findings.,complete_official_file_listing,official_current_version_file_listing_reviewed,VKH patient PBMC bulk-seq plus human-derived and cell-assay multi-omics resources,uveitis biomarker discovery/evaluation,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Differentially_expressed_genes_ratio.csv, Differentially_expressed_proteins.csv, Proteomics.zip, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents VKH patient PBMC bulk-seq plus human-derived and cell-assay multi-omics resources, providing structured human-derived inputs and/or targets for uveitis biomarker discovery/evaluation.",,medium,2026-08-02
dryad_vq83bk3s8,Spatially displaced excitation contributes to the encoding of interrupted motion by the retinal direction-selective circuit,10.5061/dryad.vq83bk3s8,5,Spatially displaced excitation contributes to the encoding of interrupted motion by the retinal direction-selective circuit,910,6459809695,nonhuman_or_nonhuman_derived,nonhuman_or_nonhuman_derived,The associated eLife article identifies mouse as the research organism and describes the mouse On-Off direction-selective ganglion cell circuit.,complete_official_file_listing,official_current_version_file_listing_reviewed,"nonhuman or nonhuman derived observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify nonhuman or nonhuman derived; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Spatially displaced excitation contributes to the encoding of interrupted motion by the retinal direction-selective circuit is explicitly nonhuman or nonhuman derived; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_vx0k6djwf,Amacrine cells differentially balance zebrafish colour circuits in the central and peripheral retina,10.5061/dryad.vx0k6djwf,5,Amacrine cells differentially balance zebrafish colour circuits in the central and peripheral retina,5,1599090854,nonhuman_or_nonhuman_derived,zebrafish,"Amacrine cells differentially balance zebrafish colour circuits in the central and peripheral retina In vertebrate vision, the feature-extracting circuits of the inner retina are driven by photoreceptors whose outputs are already pre-processed.",complete_official_file_listing,official_current_version_file_listing_reviewed,"zebrafish observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify zebrafish; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Amacrine cells differentially balance zebrafish colour circuits in the central and peripheral retina is explicitly zebrafish; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_w3r228143,Photoreceptor loss does not recruit neutrophils despite strong microglial activation,10.5061/dryad.w3r228143,5,Photoreceptor loss does not recruit neutrophils despite strong microglial activation,2,9123577630,nonhuman_or_nonhuman_derived,mouse,"In this study, we deploy fluorescence adaptive optics scanning light ophthalmoscopy (AOSLO) to study microglia and neutrophils in mice.",complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Photoreceptor loss does not recruit neutrophils despite strong microglial activation is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_wdbrv15rj,Natural disease history of a canine model of oligogenic RPGRIP1-cone-rod dystrophy establishes variable effects of previously and newly mapped modifier loci,10.5061/dryad.wdbrv15rj,5,Natural disease history of a canine model of oligogenic RPGRIP1-cone-rod dystrophy establishes variable effects of previously and newly mapped modifier loci,19,212240699756,nonhuman_or_nonhuman_derived,canine,Natural disease history of a canine model of oligogenic RPGRIP1-cone-rod dystrophy establishes variable effects of previously and newly mapped modifier loci Canine model of RPGRIP1-cone-rod dystrophy (CRD) was originally identified as a monogenic autosomal recessive disease characterized by early-onset blindness in a research colony.,complete_official_file_listing,official_current_version_file_listing_reviewed,"canine observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify canine; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Natural disease history of a canine model of oligogenic RPGRIP1-cone-rod dystrophy establishes variable effects of previously and newly mapped modifier loci is explicitly canine; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_wstqjq2n5,Data from: Spectral inference reveals principal cone-integration rules of the zebrafish inner retina,10.5061/dryad.wstqjq2n5,4,Data from: Spectral inference reveals principal cone-integration rules of the zebrafish inner retina,4,310559523,nonhuman_or_nonhuman_derived,zebrafish,"Data from: Spectral inference reveals principal cone-integration rules of the zebrafish inner retina In the vertebrate retina, bipolar cells integrate the signals from different cone types at two main sites: directly, via dendritic inputs in the outer retina, and indirectly, via axonal inputs in the inner retina.",complete_official_file_listing,official_current_version_file_listing_reviewed,"zebrafish observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify zebrafish; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data from: Spectral inference reveals principal cone-integration rules of the zebrafish inner retina is explicitly zebrafish; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_x95x69pmq,Robust cone-mediated signaling persists late into rod photoreceptor degeneration,10.5061/dryad.x95x69pmq,5,Robust cone-mediated signaling persists late into rod photoreceptor degeneration,20,5658900002,nonhuman_or_nonhuman_derived,mouse,Robust cone-mediated signaling persists late into rod photoreceptor degeneration Rod photoreceptor degeneration causes deterioration in the morphology and physiology of cone photoreceptors along with changes in retinal circuits.,complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Robust cone-mediated signaling persists late into rod photoreceptor degeneration is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_xgxd254pk,"Supporting information for: Discrimination ability of central visual field testing using stimulus size I, II, and III and relationship with macular ganglion cell thickness in chiasmal compression",10.5061/dryad.xgxd254pk,5,"Supporting information for: Discrimination ability of central visual field testing using stimulus size I, II, and III and relationship with macular ganglion cell thickness in chiasmal compression",2,42482,human_participant_or_patient_data,human_participant_or_patient_data,"Supporting information for: Discrimination ability of central visual field testing using stimulus size I, II, and III and relationship with macular ganglion cell thickness in chiasmal compression",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, xlsx_workbook=1",60 patient/control eye visual-field sensitivities and macular-ganglion-cell measurements,chiasmal-compression classification or structure-function regression,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include DISCRIMINATION.ABILITY.SUPPORTING_INFORMATION3.xlsx, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents 60 patient/control eye visual-field sensitivities and macular-ganglion-cell measurements, providing structured human-derived inputs and/or targets for chiasmal-compression classification or structure-function regression.",,high,2026-08-02
dryad_xpnvx0kb6,"Data from: Oxidative stress in the retina and retinal pigment epithelium (RPE): role of aging, and DJ-1",10.5061/dryad.xpnvx0kb6,9,"Data from: Oxidative stress in the retina and retinal pigment epithelium (RPE): role of aging, and DJ-1",118,453212274,nonhuman_or_nonhuman_derived,mouse,"Data from: Oxidative stress in the retina and retinal pigment epithelium (RPE): role of aging, and DJ-1 High levels of oxidative radicals generated by daily light exposure and high metabolic rate suggest that the antioxidant machinery of the retina and retinal pigment epithelium (RPE) is crucial for their survival.",complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,"Data from: Oxidative stress in the retina and retinal pigment epithelium (RPE): role of aging, and DJ-1 is explicitly mouse; no separable human participant or human-derived component is documented.",,high,2026-08-02
dryad_xwdbrv1kd,GTPBP2 in-frame deletion in a canine model with progressive retinal degeneration,10.5061/dryad.xwdbrv1kd,7,GTPBP2 in-frame deletion in a canine model with progressive retinal degeneration,11,199231877370,nonhuman_or_nonhuman_derived,canine,"GTPBP2 in-frame deletion in a canine model with progressive retinal degeneration Progressive retinal atrophy (PRA), caused by aberrant functioning of rod/cone photoreceptors leads to blindness.",complete_official_file_listing,official_current_version_file_listing_reviewed,"canine observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify canine; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,GTPBP2 in-frame deletion in a canine model with progressive retinal degeneration is explicitly canine; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_young_adult_uv_transmission,Individual variation in the transmission of ultraviolet radiation in the young adult eye.,10.5061/dryad.hg000c2,1,Data from: Individual variation in the transmission of ultraviolet radiation in the young adult eye.,1,11730,human_participant_or_patient_data,human_participant_or_patient_data,"Objectives: Data obtained mostly from animal models and ex vivo samples show that a small portion of ultraviolet light (UV, 300-400 nm) penetrates the cornea and crystalline lens and impinges on the human retina.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,young-adult eye ultraviolet-transmission measurements,ocular UV-transmission regression,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include UV Data-Hammond.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents young-adult eye ultraviolet-transmission measurements, providing structured human-derived inputs and/or targets for ocular UV-transmission regression.",,medium,2026-08-02
dryad_z08kprrk3,Data from: A naturally occurring canine model of syndromic congenital microphthalmia,10.5061/dryad.z08kprrk3,8,Data from: A naturally occurring canine model of syndromic congenital microphthalmia,5,26446366374,nonhuman_or_nonhuman_derived,canine,"Data from: A naturally occurring canine model of syndromic congenital microphthalmia In humans, the prevalence of congenital microphthalmia is estimated to be 0.2 to 3.0 every 10,000 individuals, with non-ocular involvement reported in ~80% of cases.",complete_official_file_listing,official_current_version_file_listing_reviewed,"canine observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify canine; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data from: A naturally occurring canine model of syndromic congenital microphthalmia  is explicitly canine; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_z08kprrk6,Frameshift variant in AMPD2 in Cirneco dell’ Etna with retinopathy and tremors,10.5061/dryad.z08kprrk6,4,Frameshift variant in AMPD2 in Cirneco dell’ Etna with retinopathy and tremors,7,123431491592,nonhuman_or_nonhuman_derived,canine,"A litter of four Cirneco dogs, all males, show signs of retinal degeneration, along with tremors and signs that could be described preliminarily as atypical seizures or paroxysmal dyskinesias.",complete_official_file_listing,official_current_version_file_listing_reviewed,"canine observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify canine; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Frameshift variant in AMPD2 in Cirneco dell’ Etna with retinopathy and tremors is explicitly canine; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_z8w9ghx9c,Accuracy of intraocular lens calculation formulas in cataract patients with steep corneal curvature,10.5061/dryad.z8w9ghx9c,3,Accuracy of intraocular lens calculation formulas in cataract patients with steep corneal curvature,1,47104,human_participant_or_patient_data,human_participant_or_patient_data,Objective refraction results were assessed at one month postoperatively.,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xls_workbook=1,cataract patient-eye biometry and IOL-formula outcome table,IOL power-error prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include PONE-D-20-16063R1_Original_Data.xls.,included_human_or_human_derived_model_resource,True,"The deposit documents cataract patient-eye biometry and IOL-formula outcome table, providing structured human-derived inputs and/or targets for IOL power-error prediction.",,medium,2026-08-02
dryad_z8w9ghx9f,Inflation test on eye globe for: Experimental evaluation of stiffening effect induced by UVA/riboflavin corneal cross-linking using intact porcine eye globes,10.5061/dryad.z8w9ghx9f,4,Inflation test on eye globe for: Experimental evaluation of stiffening effect induced by UVA/riboflavin corneal cross-linking using intact porcine eye globes,15,384697,nonhuman_or_nonhuman_derived,porcine_or_ex_vivo_porcine,Inflation test on eye globe for: Experimental evaluation of stiffening effect induced by UVA/riboflavin corneal cross-linking using intact porcine eye globes UVA/riboflavin corneal cross-linking (CXL) is a common used approach to treat progressive keratoconus.,complete_official_file_listing,official_current_version_file_listing_reviewed,"porcine or ex vivo porcine observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify porcine or ex vivo porcine; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Inflation test on eye globe for: Experimental evaluation of stiffening effect induced by UVA/riboflavin corneal cross-linking using intact porcine eye globes is explicitly porcine or ex vivo porcine; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_z8w9ghxpp,ApoM-bound S1P acts via endothelial S1PR1 to suppress choroidal neovascularization and vascular leak,10.5061/dryad.z8w9ghxpp,11,ApoM-bound S1P acts via endothelial S1PR1 to suppress choroidal neovascularization and vascular leak,47,4159288366,nonhuman_or_nonhuman_derived,mouse,ApoM-bound S1P acts via endothelial S1PR1 to suppress choroidal neovascularization and vascular leak Neovascular age-related macular degeneration (nAMD) is a major cause of vision loss in the elderly.,complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,ApoM-bound S1P acts via endothelial S1PR1 to suppress choroidal neovascularization and vascular leak is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_zebrafish_crystallin_lens,Zebrafish Crystallin Cataract Lens-Image Dataset,10.5061/dryad.f4qrfj730,4,"Loss of alpha Ba-crystallin, but not alpha A-crystallin, increases age-related cataract in the zebrafish lens",2,4451422309,nonhuman_or_nonhuman_derived,zebrafish,"Loss of alpha Ba-crystallin, but not alpha A-crystallin, increases age-related cataract in the zebrafish lens The vertebrate eye lens is an unusual organ in that most of its cells lack nuclei and the ability to replace aging protein.",complete_official_file_listing,official_current_version_file_listing_reviewed,"zebrafish observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify zebrafish; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,"Loss of alpha Ba-crystallin, but not alpha A-crystallin, increases age-related cataract in the zebrafish lens is explicitly zebrafish; no separable human participant or human-derived component is documented.",,high,2026-08-02
dryad_zebrafish_rpe_phagocytosis,Zebrafish RPE Phagocytosis Dataset,10.5061/dryad.76hdr7t64,3,Data from: Phagocytosed photoreceptor outer segment particles within the retinal pigment epithelium show diurnal rhythmicity and variation between cone subtypes in larval zebrafish,2,6627585574,nonhuman_or_nonhuman_derived,zebrafish,"Data from: Phagocytosed photoreceptor outer segment particles within the retinal pigment epithelium show diurnal rhythmicity and variation between cone subtypes in larval zebrafish During phagocytosis of retinal rod and cone outer segments (OSs) by the retinal pigment epithelium (RPE), RPE bites off and internalizes the oldest parts of the OS tips to prevent the accumulation of harmful compounds in the photoreceptors.",complete_official_file_listing,official_current_version_file_listing_reviewed,"zebrafish observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify zebrafish; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data from: Phagocytosed photoreceptor outer segment particles within the retinal pigment epithelium show diurnal rhythmicity and variation between cone subtypes in larval zebrafish is explicitly zebrafish; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_zebrafish_thrb_photoreceptors,Thyroid hormone receptor beta mutations alter photoreceptor development and function in Danio rerio (zebrafish),10.5061/dryad.msbcc2fvr,2,Data from: Thyroid hormone receptor beta mutations alter photoreceptor development and function in Danio rerio (zebrafish),8,543268,nonhuman_or_nonhuman_derived,zebrafish,"Data from: Thyroid hormone receptor beta mutations alter photoreceptor development and function in Danio rerio (zebrafish) We investigate mutations in trβ2 , a splice variant of thrb , identifying changes in function, structure, and behavior in larval and adult zebrafish retinas.",complete_official_file_listing,official_current_version_file_listing_reviewed,"zebrafish observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify zebrafish; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data from: Thyroid hormone receptor beta mutations alter photoreceptor development and function in Danio rerio (zebrafish) is explicitly zebrafish; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_zkh1893nt,Glaucoma-associated optineurin mutations increase transcellular degradation of mitochondria in a vertebrate optic nerve,10.5061/dryad.zkh1893nt,7,Glaucoma-associated optineurin mutations increase transcellular degradation of mitochondria in a vertebrate optic nerve,32,130554606106,nonhuman_or_nonhuman_derived,xenopus,Glaucoma-associated optineurin mutations increase transcellular degradation of mitochondria in a vertebrate optic nerve We previously described a process whereby mitochondria shed by retinal ganglion cell (RGC) axons are transferred to and degraded by surrounding astrocytes in the optic nerve head of mice.,complete_official_file_listing,official_current_version_file_listing_reviewed,"xenopus observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify xenopus; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Glaucoma-associated optineurin mutations increase transcellular degradation of mitochondria in a vertebrate optic nerve is explicitly xenopus; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_zs7h44jd9,Data for: Impact of alpha crystallin loss on zebrafish lens development,10.5061/dryad.zs7h44jd9,4,Data for: Impact of alpha crystallin loss on zebrafish lens development,2,1795641506,nonhuman_or_nonhuman_derived,zebrafish,"Data for: Impact of alpha crystallin loss on zebrafish lens development The α -crystallin small heat shock proteins contribute to the transparency and refractive properties of the vertebrate eye lens and prevent the protein aggregation that would otherwise produce lens cataracts, the leading cause of human blindness.",complete_official_file_listing,official_current_version_file_listing_reviewed,"zebrafish observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify zebrafish; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data for: Impact of alpha crystallin loss on zebrafish lens development is explicitly zebrafish; no separable human participant or human-derived component is documented.,,high,2026-08-02
