doi,title,original_query_hits,initial_decision,matched_existing_record,relationship_type,final_decision,final_catalog_slug,reason,review_stage,official_source_url
10.5061/dryad.2z34tmpnc,Visual pursuit behavior in mice maintains the pursued prey on the retinal region with least optic flow,"[""\""visual field\"""", ""corneal"", ""ocular"", ""retina"", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,"Mouse prey-pursuit reconstruction is non-ocular behavior/vision research, not a defined ophthalmic imaging or disease resource.",scope_screen_a,https://doi.org/10.5061/dryad.2z34tmpnc
10.5061/dryad.2z34tmpqk,Optogenetic activation of visual thalamus generates artificial visual percepts,"[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.2z34tmpqk
10.5061/dryad.2z34tmprn,Data for: Social assessment of miscanthus cultivation in Croatia: Assessing farmers’ preferences and willingness to cultivate the crop,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.2z34tmprn
10.5061/dryad.31726,Data from: A basal lithostrotian titanosaur (Dinosauria: Sauropoda) with a complete skull: implications for the evolution and paleobiology of Titanosauria,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.31726
10.5061/dryad.31zcrjdh6,Data from: Evaluation of the Laguerre-Gaussian mode purity produced by 3D-printed microwave spiral phase plates,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.31zcrjdh6
10.5061/dryad.31zcrjdmr,Data from: Informing conservation strategies with museum genomics: Long-term effects of past anthropogenic persecution on the elusive European wildcat,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.31zcrjdmr
10.5061/dryad.31zcrjdpb,Proton-transporting heliorhodopsins from marine giant viruses,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.31zcrjdpb
10.5061/dryad.32j0040,Data from: The evolution of iris colour in relation to nocturnality in owls,"[""iris""]",include,,,excluded_out_of_scope_or_false_positive,,Owl iris-colour evolution is comparative ecology rather than ocular biometrics or translational ophthalmology.,scope_screen_a,https://doi.org/10.5061/dryad.32j0040
10.5061/dryad.33kh1,Data from: Eye and head movements are complementary in visual selection,"[""\""visual field\""""]",include,,,included_new_record,dryad_eye_head_visual_selection,The human gaze-contingent experiment provides a defined eye-tracking research object for ocular-motor measurement.,scope_screen_a,https://doi.org/10.5061/dryad.33kh1
10.5061/dryad.349h0,Data from: Testing the applicability of a benthic foraminiferal-based transfer function for the reconstruction of paleowater depth changes in Rhodes (Greece) during the early Pleistocene,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.349h0
10.5061/dryad.34jb6,Data from: Three decades of cultural evolution in Savannah sparrow songs,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.34jb6
10.5061/dryad.34tmpg4wn,Data from: Neural categorization of visual words of alphabetic and non-alphabetic languages,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,broad_screen,https://doi.org/10.5061/dryad.34tmpg4wn
10.5061/dryad.37hb7,Data from: Contrast circulation time to assess right ventricular dysfunction in pulmonary embolism:  a retrospective pilot study,"[""angiography""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.37hb7
10.5061/dryad.37pvmcvzx,Data from: Bulk-seq results from peripheral blood mononuclear cells (PBMCs) of VKH patients and proteomic profiling of shAPOE-transduced HMC3 cells were employed to uncover potential downstream targets of APOE,"[""uveitis""]",include,,,included_new_record,dryad_vkh_apoe,VKH PBMC transcriptomics and proteomics are a direct translational uveitis biomarker resource.,scope_screen_a,https://doi.org/10.5061/dryad.37pvmcvzx
10.5061/dryad.38889,Data from: Unravelling species boundaries in the Aspergillus viridinutans complex (section Fumigati): opportunistic human and animal pathogens capable of interspecific hybridization,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.38889
10.5061/dryad.3b65k44,Data from: Reverting ontogeny: rapid phenotypic plasticity of color vision in cichlid fish,"[""retina""]",include,,,excluded_out_of_scope_or_false_positive,,Cichlid opsin-expression plasticity is comparative visual biology without a specified ophthalmic disease or method application.,scope_screen_a,https://doi.org/10.5061/dryad.3b65k44
10.5061/dryad.3bk3j9kdn,Data from: Redirection of ambient light improves predator detection in a diurnal fish,"[""iris"", ""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3bk3j9kdn
10.5061/dryad.3cp54,"Data from: Analysis of potential ischemic effect of intravitreal bevacizumab on unaffected retina in treatment-naïve macular edema due to branch retinal vein occlusion: a prospective, interventional case-series","[""\""diabetic retinopathy\"""", ""\""optical coherence tomography\"""", ""angiography"", ""fundus"", ""glaucoma"", ""macular"", ""ocular"", ""ophthalmology"", ""retina"", ""retinal""]",include,,,included_new_record,dryad_brvo_bevacizumab_multimodal,"The 27-eye BRVO archive contains named OCT, fluorescein, and mfERG research objects for retinal treatment analysis.",scope_screen_a,https://doi.org/10.5061/dryad.3cp54
10.5061/dryad.3d7c900,Data from: Soluble hexamethyl-substituted subphthalocyanine as a dopant-free hole transport material for planar perovskite solar cells,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3d7c900
10.5061/dryad.3f863,Data from: Moving in groups: how density and unpredictable motion affect predation risk,"[""\""visual field\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3f863
10.5061/dryad.3ffbg79zd,Data and code from: Deep learning-based autonomous retinal vein cannulation in ex vivo porcine eyes,"[""\""optical coherence tomography\"""", ""retinal""]",exclude,dryad_retinal_vein_cannulation,exact_duplicate,existing_catalog_record,,Exact Dryad DOI already cataloged as dryad_retinal_vein_cannulation.,broad_screen_exact_catalog_doi_match,https://doi.org/10.5061/dryad.3ffbg79zd
10.5061/dryad.3gq6t,Data from: Zinc supplementation inhibits complement activation in age-related macular degeneration,"[""macular"", ""retina""]",include,,,included_new_record,dryad_amd_zinc_complement,AMD complement/zinc clinical-trial data directly support human retinal disease biomarker and outcome analysis.,scope_screen_a,https://doi.org/10.5061/dryad.3gq6t
10.5061/dryad.3h3k08d,Data from: Changes in subjective experience elicited by direct stimulation of the human orbitofrontal cortex,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",broad_screen,https://doi.org/10.5061/dryad.3h3k08d
10.5061/dryad.3j9kd51h2,Data from: Association of venous outflow profiles and successful vessel reperfusion after thrombectomy,"[""angiography""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3j9kd51h2
10.5061/dryad.3j9kd51ms,High within-clutch repeatability of eggshell phenotype in Barn Swallows (Hirundo rustica erythrogaster) despite less maculated last-laid eggs,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3j9kd51ms
10.5061/dryad.3j9kd51rz,Exploring the potential of biphenylamine and triphenylamine-based sensitizers for enhanced efficiency more than 8% in dye-sensitized solar cells,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3j9kd51rz
10.5061/dryad.3j9kd51tm,Preprocessed behavioral data from: Volitional spatial attention is lateralized in crows,"[""\""visual field\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3j9kd51tm
10.5061/dryad.3j9kd51vs,Lightning data for Jupiter's stealth superstorms in 2021-2022,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3j9kd51vs
10.5061/dryad.3jn35,"Data from: Stress response, gut microbial diversity, and sexual signals correlate with social interactions","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3jn35
10.5061/dryad.3jt35,Data from: Sectional relationships in the Eurasian bearded iris (subgen. Iris) based on phylogenetic analyses of sequence data,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3jt35
10.5061/dryad.3q7p2,Data from: Co-expression of two subtypes of melatonin receptor on rat M1-type intrinsically photosensitive retinal ganglion cells,"[""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Figure archives are paper-support materials rather than a separately documented reusable ipRGC resource.,strict_screen_a,https://doi.org/10.5061/dryad.3q7p2
10.5061/dryad.3r2280gwt,Data from: Choosing tight-binding models for accurate optoelectronic responses,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3r2280gwt
10.5061/dryad.3r2280gxj,Data from: MFRP is a molecular hub that organizes the apical membrane of RPE cells by engaging in interactions with specific proteins and lipids,"[""ocular"", ""retina"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"Extensive figure-labelled molecular values remain paper-specific source data, not a distinct reusable MFRP resource.",strict_screen_a,https://doi.org/10.5061/dryad.3r2280gxj
10.5061/dryad.3td7f,Data from: Sharpening coarse-to-fine stereo vision by perceptual learning: asymmetric transfer across the spatial frequency spectrum,"[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3td7f
10.5061/dryad.3tx95x6n6,"Data from: Two genes, one culprit - a functional candidate validation of a <em>SPATA7</em> deletion in dogs with day blindness/retinal degeneration","[""ocular"", ""retina"", ""retinal""]",include,,,included_new_record,dryad_spata7_canine_retinal_degeneration,Canine SPATA7 sequencing and retinal-degeneration data are a defined inherited-retinal-disease mechanism resource.,scope_screen_a,https://doi.org/10.5061/dryad.3tx95x6n6
10.5061/dryad.3tx95x6s3,Development of xanthone derivatives as effective broad-spectrum antimicrobials: Disrupting cell wall and inhibiting DNA synthesis,"[""corneal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.3tx95x6s3
10.5061/dryad.3vv31qq,Data from: Mutation in the intracellular chloride channel CLCC1 associated with autosomal recessive retinitis pigmentosa,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_clcc1_retinitis_pigmentosa,Human retinitis-pigmentosa WES/SNP data from eight families directly support inherited-retinal-disease analysis.,scope_screen_a,https://doi.org/10.5061/dryad.3vv31qq
10.5061/dryad.3xsj3txbr,Microhabitat partitioning correlates with opsin gene expression in coral reef cardinalfishes (Apogonidae),"[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Cardinalfish microhabitat and opsin analyses are comparative visual ecology rather than a translational ocular resource.,scope_screen_a,https://doi.org/10.5061/dryad.3xsj3txbr
10.5061/dryad.40br385,Data from: Always a price to pay: hibernation at low temperatures comes with a trade-off between energy savings and telomere damage,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.40br385
