record_id,canonical_name,catalog_version,catalog_search_cutoff,identity_review_date,current_catalog_record,resource_role,resource_role_definition,dataset_family_id,dataset_family_member_count,dataset_family_members,outgoing_relationship_types,outgoing_relationship_targets,incoming_relationship_sources,relationship_evidence_urls,official_source_url,counting_rule
ddr,DDR: Diabetic Retinopathy Detection & Grading,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ddr,1,ddr,,,mm_retinal_reason|mmrdr|multieye,https://arxiv.org/abs/2412.09402|https://doi.org/10.1038/s41597-026-07005-9|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,https://drive.google.com/drive/folders/1z6tSFmxW_aNayUqVxx6h6bY4kwGzUTEC,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
deepdrid,DeepDRiD: Diabetic Retinopathy Grading and Image Quality Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,deepdrid,1,deepdrid,,,fundus_report_dataset|mm_retinal_reason|x_pcr,https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://huggingface.co/datasets/zzzzineun/fundus-report-dataset,https://zenodo.org/records/8248825,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
deepeyenet,DeepEyeNet (DEN): Fundus Report Generation Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,deepeyenet,1,deepeyenet,,,,,https://github.com/Jhhuangkay/DeepOpht-Medical-Report-Generation-for-Retinal-Images-via-Deep-Models-and-Visual-Explanation,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
dme_vqa,Diabetic Macular Edema Visual Question Answering Dataset,0.6.0,2026-08-02,2026-08-02,True,annotation_layer,"A data product whose principal addition is labels, masks, reports, questions, reasoning records, or other annotations for existing data.",dme_vqa,1,dme_vqa,derived_from,e_ophtha|idrid,dme_vqa_logical,https://zenodo.org/records/6784358|https://zenodo.org/records/7777849,https://zenodo.org/records/6784358,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
dme_vqa_logical,DME VQA Dataset with Logical Relations,0.6.0,2026-08-02,2026-08-02,True,annotation_layer,"A data product whose principal addition is labels, masks, reports, questions, reasoning records, or other annotations for existing data.",dme_vqa_logical,1,dme_vqa_logical,extension_of,dme_vqa,,https://zenodo.org/records/7777849,https://zenodo.org/records/7777849,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
doomgan_ocular_morphs,DOOMGAN Ocular Morph-Attack Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,doomgan_ocular_morphs,1,doomgan_ocular_morphs,,,,,https://huggingface.co/datasets/BharathK333/DOOMGAN-Ocular-Morphs,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
drac22,DRAC 2022: Diabetic Retinopathy Analysis Challenge,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,drac22,1,drac22,,,,,https://zenodo.org/records/10280359,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
dridb,DRiDB: Diabetic Retinopathy Image Database,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,dridb,1,dridb,,,,,https://ipg.fer.hr/ipg/resources/image_database,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
drions_db,DRIONS-DB: Digital Retinal Images for Optic Nerve Segmentation,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,drions_db,1,drions_db,,,,,https://www.ia.uned.es/~ejcarmona/DRIONS-DB.html,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
drishti_gs,DRISHTI-GS: Optic Disc and Cup Segmentation,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,drishti_gs,1,drishti_gs,,,fundus_domain_generalization|higancnn_generated_glaucoma|mendeley_utilizing_responsive_web_portal_studying_disc|mm_retinal_reason|smdg,https://data.mendeley.com/datasets/7xv5rzxgrh|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset|https://www.kaggle.com/datasets/hindsaud/datasets-higancnn-glaucoma-detection|https://zenodo.org/records/8009107,https://www.kaggle.com/datasets/lokeshsaipureddi/drishtigs-retina-dataset-for-onh-segmentation,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
drive,DRIVE: Digital Retinal Images for Vessel Extraction,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,drive,1,drive,,,retinal_vessel_robustness|rite,https://medicine.uiowa.edu/eye/rite-dataset|https://zenodo.org/records/12659652,https://drive.grand-challenge.org/DRIVE/,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
drtid,DRTiD: Diabetic Retinopathy Two-field Image Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,drtid,1,drtid,,,,,https://github.com/FDU-VTS/DRTiD,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
dryad_acanthamoeba_keratitis_transcriptome,Human conjunctival transcriptome in Acanthamoeba keratitis: An exploratory study,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,dryad_acanthamoeba_keratitis_transcriptome,1,dryad_acanthamoeba_keratitis_transcriptome,,,,,https://doi.org/10.5061/dryad.k3j9kd5fx,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
dryad_amd_zinc_complement,AMD Zinc Complement Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,dryad_amd_zinc_complement,1,dryad_amd_zinc_complement,,,,,https://doi.org/10.5061/dryad.3gq6t,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
dryad_aoslo_rpe,AOSLO RPE Cell Morphometry and Cone Mosaic Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,dryad_aoslo_rpe,1,dryad_aoslo_rpe,,,,,https://doi.org/10.5061/dryad.b41j15h,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
dryad_bariatric_ophthalmology,Bariatric Surgery Ophthalmic Evaluation Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,dryad_bariatric_ophthalmology,1,dryad_bariatric_ophthalmology,,,,,https://doi.org/10.5061/dryad.1g6vm34,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
dryad_brvo_bevacizumab_multimodal,BRVO Bevacizumab Multimodal Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,dryad_brvo_bevacizumab_multimodal,1,dryad_brvo_bevacizumab_multimodal,,,,,https://doi.org/10.5061/dryad.3cp54,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
