doi,title,decision,reason,matched_existing_record,relationship_type,confidence
10.5061/dryad.rn8pk0pdp,"Detection of SARS-CoV-2 in conjunctival secretion and tears in patients with COVID-19 in a tertiary care centre, South India",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.rn8pk0pmm,The c.119-123dup5bp mutation in human gamma-C-crystallin destabilizes the protein and activates the unfolded protein response to cause highly variable cataracts,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.rr4xgxdc4,Cephalopod retinal development shows vertebrate-like mechanisms of neurogenesis: Multiple sequence alignments and phylogenetic trees,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.rr4xgxdg6,Data from: Interactions between circuit architecture and plasticity in a closed-loop cerebellar system,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.rs2qp,Data from: Inhibition decorrelates visual feature representations in the inner retina,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.rt8bj147,Data from: Immune response increases predation risk,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.rv15dv4bv,Late gene therapy limits the restoration of retinal function in a mouse model of retinitis pigmentosa,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.rv15dv4hb,Data from: Asymmetric distribution of color-opponent response types across mouse visual cortex supports superior color vision in the sky,exclude,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,,,high
10.5061/dryad.rv15dv4p6,Data from: Zeolitic imidazolate frameworks (ZIF-8) as a carrier in a topical ocular delivery system for the treatment of ocular diseases,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.rxwdbrvcr,Luna 20 spinel-bearing lithic fragments,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.s1rn8pkhb,Transcriptional responses in a mouse model of silicone wire embolization induced acute retinal artery Ischemia and Reperfusion,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.s1rn8pkk5,Data from: Multi-fluid MHD study of the disappearing solar wind event observed by MAVEN: Effects of solar wind density,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.s1rn8pkpv,Data and code from: Thermodynamics and melting of a quantum quasicrystal,exclude,"Paper, review, or software/code release without a distinct reusable eye-data resource.",,,high
10.5061/dryad.s46t627,Data from: An aposematic colour-polymorphic moth seen through the eyes of conspecifics and predators - sensitivity and colour discrimination in a tiger moth,exclude,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",,,high
10.5061/dryad.s4mw6m9b0,Evolutionary insights into Felidae iris color through ancestral state reconstruction,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.s502854,Data from: Exploring the visual world of fossilized and modern fungus gnat eyes (Diptera: Keroplatidae) with X-ray microtomography,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.s7h44j1dh,Data from: Field-free deterministic switching of all-van der Waals spin-orbit torque system above room temperature,exclude,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",,,high
10.5061/dryad.s9b6070,Data from: Unravelling the distinctive craniomandibular morphology of the Plio‐Pleistocene Eumysops in the evolutionary setting of South American octodontoid rodents (Hystricomorpha),exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.sbcc2fr2h,Collective detection based on visual information in animal groups,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.sbcc2fr5b,Data from: A phylogenetic study to assess the link between biome specialisation and diversification in swallowtail butterflies,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.sbcc2fr6n,Exploring phenotypic diversity of pigmented traits and iris features in Pakistani population,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.sbcc2fr7b,Guppies (Poecilia reticulata) are deceived by visual illusions during obstacle negotiation,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.sbcc2fr7r,Gender and age-related differences of ccular biometric parameters in patients undergoing cataract surgery in Bosnia and Herzegovina,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.sd845,Data from: Determining population structure and hybridization for two iris species,exclude,Plant genus Iris search collision; not an ocular resource.,,,high
10.5061/dryad.sf7m0cggh,Robust semi-automatic vessel tracing in the human retinal image by an instance segmentation neural network,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.sf85s,"Data from: Two new species of Ichthyosaurus from the lowermost Jurassic (Hettangian) of Somerset, England",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.sj3tx968w,The origin of blinking in both mudskippers and tetrapods is linked to life on land,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.sj3tx96fq,Data from: Temporal power of a cycling sprinter: Experiments & effective time theory,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.sm12c,Data from: Genetic basis for red coloration in birds,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.sn02v6x2x,Data from: Corneal laser procedure for vision improvement in patients with late stage dry age-related macular degeneration,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.sn42f,Data from: Colour misbinding during motion rivalry,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.sn69s,"Data from: Image based modelling of lateral magma flow: the Basement Sill, Antarctica",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.sqv9s4nhj,Data from: Evaluating the roles of signaling and camouflage in the evolution of iris color in Tyranni passerines,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.stqjq2c0j,"Lesion evolution and neurodegeneration in RVCL-S, a monogenic microvasculopathy",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.sxksn036z,Centroid values of aerosol optical properties for 8 sub-types based in AERONET inversion data (1993–2018),exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.t0p2f2c,Data from: Cardinalfishes (Apogonidae) show visual system adaptations typical of nocturnally and diurnally active fish,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.t1g1jwt3r,Representations of color and form in mouse visual cortex,exclude,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,,,high
10.5061/dryad.t4b8gtj77,Data from: An essential experimental control for functional connectivity mapping with optogenetics,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.t6dg1,Data from: Misuse of bird digital distribution maps creates reversed spatial diversity patterns in the Amazon,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.t749b,Data from: Are flatfishes (Pleuronectiformes) monophyletic?,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.t8011,Data from: Real-time modulation of perceptual eye dominance in humans,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.t960f,Data from: Determination of the genetic architecture underlying short wavelength sensitivity in Lake Malawi cichlids,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.t9n4n3p,"An investigation of antihypertensive class, dementia, and cognitive decline",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.tb2rbp0cq,Serial block face scanning electron micrographs of mouse outer retina,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.tdz08kq4d,Descending neurons of the hoverfly respond to pursuits of artificial targets,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.tdz08kq8t,"Sphingosine-1-phosphate signaling regulates the ability of Müller glia to become neurogenic, proliferating progenitor-like cells",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.tdz08kqb1,Data from: Unravelling the difference in craniofacial morphology of Yucatan miniature and standard pigs during postnatal ontogeny,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.th8334d,Data from: Evolutionary signatures of photoreceptor transmutation in geckos reveal potential adaptation and convergence with snakes,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.tht76hf0c,Dataset for RSOS-211108,exclude,Exact Dryad DOI already cataloged; exclude duplicate record.,dryad_cornea_oct_pentacam,exact_duplicate,high
10.5061/dryad.tht76hf10,Deep sequencing data for document titled: Rolling circle RNA synthesis catalysed by RNA,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.tht76hfc8,Engineered virus-like particles for transient delivery of prime editor ribonucleoprotein complexes in vivo,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.tmpg4f4vb,Effects of capsular tension ring on surgical outcomes of premium intraocular lens in patients with suspected zonular weakness,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.tmpg4f5f9,Data from: Spatial biases in visual feature representation of mouse dorsal lateral geniculate nucleus boutons,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.tn70pf1,Data from: Shortwave sand transport in the shallow surf zone,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.tp24j18,Data from: Response to short-term deprivation of the human adult visual cortex measured with 7T BOLD,exclude,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,,,high
10.5061/dryad.tq0gt,Data from: Using hidden Markov models to improve quantifying physical activity in accelerometer data – a simulation study,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.tq63tp2,"Data from: Metabolism and foraging strategies of mid-latitude mesozooplankton during cyanobacterial blooms as revealed by fatty acids, amino acids and their stable carbon isotopes",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.tqjq2bw21,"Optomotor response (eye movment) and avoidance responses (locomotor activity) of crabs Neohelice granulata for LP-lesioned, control lesioned and control crabs",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.tqjq2bwbj,Data from: Engineered nucleocytosolic vehicles for loading of programmable editors,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.tqjq2bwc6,Data from: Emergent Rashba spin-orbit coupling in bulk gold with buried network of nanoscale interfaces,exclude,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",,,high
10.5061/dryad.tx95x6b4m,Data of top 50 most cited articles about COVID-19 and the complications of COVID-19,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.v15dv41vz,Attention and distraction in the modular visual system of a jumping spider,exclude,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,,,high
10.5061/dryad.v18jj97,"Data from: Flow, flux and feeding in freshwater mussels",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.v2n78h0,Data from: Losing the trait without losing the signal: evolutionary shifts in communicative colour signalling,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.v3s00,Data from: The evolution of complexity in the visual systems of stomatopods: insights from transcriptomics,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.v41ns1s3p,Landscape diversity is correlated with satellite-sensed primary productivity in North America,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.v4455hc,Data from: Systematic review on barriers and enablers for access to diabetic retinopathy screening services in different income settings,exclude,"Paper, review, or software/code release without a distinct reusable eye-data resource.",,,high
10.5061/dryad.v6st3,Data from: From cellular characteristics to disease diagnosis: uncovering phenotypes with supercells,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.v6wwpzgs5,‘The last channel’: Vision at the temporal margin of the field,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.v6wwpzh1b,Data from: Micropulse transscleral cyclophotocoagulation results in secondary glaucoma,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.v6wwpzh23,"Supporting materials and data from: Hypotheses concerning global magnetospheric convection, magnetosphere-Ionosphere coupling, and auroral activity at Uranus",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.v9p0b,Data from: Retinal capillary rarefaction in patients with untreated mild-moderate hypertension,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.vhhmgqnvf,Multiple sequence alignments and phylogenetic trees from: Co-option of the limb patterning program in cephalopod eye development,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.vhhmgqp2c,Data from: Light environment and seasonal variation in the visual system of the red shiner (Cyprinella lutrensis),include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.vk62410,Data from: Epidemiology of NMOSD in Sweden from 1987-2013: a nationwide population-based study,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.vp825,Data from: Lateralization in alpha-band oscillations predicts the locus and spatial distribution of attention,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.vq83bk3s8,Spatially displaced excitation contributes to the encoding of interrupted motion by the retinal direction-selective circuit,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.vq83bk3z8,Imaging dataset from: Longitudinal tracking of acute kidney injury reveals injury propagation along the nephron,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.vq83bk429,Data and code from: 3D-SOCS: synchronized video capture for posture estimation,exclude,"Paper, review, or software/code release without a distinct reusable eye-data resource.",,,high
10.5061/dryad.vq83bk46x,The oral and lower airway microbiota and coronary heart disease in COPD patients and controls,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.vx0k6djwf,Amacrine cells differentially balance zebrafish colour circuits in the central and peripheral retina,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.vx0k6dk1k,Mars Reconnaissance Orbiter (MRO) Mars Color Imager (MARCI) north seasonal cap original movies Mars years 28 to 35,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.vx0k6dk5m,Data from: Gene flow blurs species boundaries in the Juncus ensifolius – saximontanus (Poales: Juncaceae) species complex,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.w0vt4b8n3,Fovea-like photoreceptor specialisations underlie single UV-cone driven prey capture behaviour in zebrafish,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.w0vt4b8w1,Evolution along allometric lines of least resistance: Morphological differentiation in Pristurus geckos,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.w0vt4b91w,Data and code from: Head-mounted surgical robots are an enabling technology for subretinal injections,exclude,Exact Dryad DOI already cataloged; exclude duplicate record.,dryad_subretinal_robot,exact_duplicate,high
10.5061/dryad.w3r2280tq,The power of vision: Calibration of auditory space after sight restoration from congenital cataracts,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.w3r228143,Photoreceptor loss does not recruit neutrophils despite strong microglial activation,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.wdbrv15kp,Data from: A snapping shrimp has the fastest vision of any aquatic animal,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.wdbrv15rj,Natural disease history of a canine model of oligogenic RPGRIP1-cone-rod dystrophy establishes variable effects of previously and newly mapped modifier loci,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.wm37pvmq8,Raw data for the article: A Cryptochrome adopts distinct moon- and sunlight states and functions as sun- versus moonlight interpreter in monthly oscillator entrainment,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.wpzgmsbnb,"Win some, lose some: mesocosm communities maintain community productivity despite lower phosphorus availability because of increased species diversity",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.wstqjq2n5,Data from: Spectral inference reveals principal cone-integration rules of the zebrafish inner retina,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.wstqjq2vg,CO and H2S-adsorbed 1D AlSi structures for gas sensing applications,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.wwpzgmssx,Comprehensive study for SNARE involved in the post-Golgi transport in Drosophila photoreceptors,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.x0k6djhf8,In the corner of the eye: camouflaging motion in the peripheral visual field,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.x0k6djhrk,Phylogenetic and recombination analysis of adenovirus isolates reveals discordance between serotype and phylogeny: Multiple sequence alignments,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.x3ffbg7dz,Data from: Induced phenological avoidance: a neglected defense mechanism against seed predation in plants,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.x3ffbg7nn,"Progress in understanding middle Eocene nassellarian (Radiolaria, Polycystinea) diversity; new insights from the western equatorial Atlantic Ocean",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.x3ffbg7wt,"Data from: Taxonomic corrections and new records for vascular plants of Kyrgyzstan, 6",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.x69p8czhv,eNOS/NO and their role in modifying the vascular barrier in retinopathy - Source data,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.x95x69pmq,Robust cone-mediated signaling persists late into rod photoreceptor degeneration,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.xd2547dkc,Flash sequence duration,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.xgxd254d1,Systemic paralogy and function of retinal determination network homologs in arachnids,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.xgxd254pk,"Supporting information for: Discrimination ability of central visual field testing using stimulus size I, II, and III and relationship with macular ganglion cell thickness in chiasmal compression",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.xgxd254w6,Data from: Photodynamic therapy with infracyanine green induces keratocyte depopulation in the normal equine cornea,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.xpnvx0kb6,"Data from: Oxidative stress in the retina and retinal pigment epithelium (RPE): role of aging, and DJ-1",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.xsj3tx9gx,"Datasets for neuronal imaging, extracellular recordings and behavioral rig code",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.xwdbrv1f6,"Ecological specialization, rather than the island effect, explains morphological diversification in an ancient radiation of geckos",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.xwdbrv1jh,"The conservation genetics of Iris lacustris (Dwarf Lake Iris), a Great Lakes endemic",exclude,Plant genus Iris search collision; not an ocular resource.,,,high
10.5061/dryad.xwdbrv1kd,GTPBP2 in-frame deletion in a canine model with progressive retinal degeneration,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.xwdbrv1tn,Diagnostic capability of ganglion cell complex thickness via spectral domain optical coherence tomography in glaucoma,exclude,Exact Dryad DOI already cataloged; exclude duplicate record.,dryad_gcc_glaucoma,exact_duplicate,high
10.5061/dryad.z08kprrg3,"Data from: Feeding ecology of Ellochelon vaigiensis (Quoy & Gaimard, 1825) living in the Mekong Delta, Vietnam",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.z08kprrk3,Data from: A naturally occurring canine model of syndromic congenital microphthalmia,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.z08kprrk6,Frameshift variant in AMPD2 in Cirneco dell’ Etna with retinopathy and tremors,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.z08kprrm1,Data from: Quantifying a light-induced energetic change in bacteriorhodopsin by force spectroscopy,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.z612jm67f,Feeding behaviour is the main driver for microparticle intake in mangrove crabs,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.z612jm68q,Chemical-genetic interrogation of RNA polymerase mutants reveals structure-function relationships and physiological tradeoffs,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.z8w9ghx9c,Accuracy of intraocular lens calculation formulas in cataract patients with steep corneal curvature,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.z8w9ghx9f,Inflation test on eye globe for: Experimental evaluation of stiffening effect induced by UVA/riboflavin corneal cross-linking using intact porcine eye globes,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.z8w9ghxpp,ApoM-bound S1P acts via endothelial S1PR1 to suppress choroidal neovascularization and vascular leak,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.z8w9ghxs8,Exact kinetic propagators for coherent state complex Langevin simulations,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.zcrjdfngp,Data from: Behavior shapes retinal motion statistics during natural locomotion,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.zcrjdfnpb,Data from: Plasticity in hydraulic architecture: Riparian trees respond to increased temperatures with genotype-specific adjustments to leaf traits,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.zkh18938j,Data from: Integration of genomics and transcriptomics predicts diabetic retinopathy susceptibility genes,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.zkh1893nt,Glaucoma-associated optineurin mutations increase transcellular degradation of mitochondria in a vertebrate optic nerve,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.zpc866tfb,Brief mindfulness coaching enhances selective attention in medical scientists: A pilot study,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.zpc866tfn,Data from: Rise and diversification of chondrichthyans in the Paleozoic,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.zs7h44jd9,Data for: Impact of alpha crystallin loss on zebrafish lens development,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.zw3r2285w,Geometric structure and electronic properties of boron-substituted silicene,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.zw3r228km,Seeing in the deep: evolution of the opsin gene expression in Bermin crater lake cichlids,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5068/d10m4s,Van Allen Probes MagEIS sensor response functions,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5068/d1208q,Data from: Specifying high-altitude electrons using low-altitude LEO systems: the SHELLS model,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5068/d1zd5s,Single cell transcriptomic analyses reveal the impact of bHLH factors on human retinal organoid development,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.6075/j0707ztm,Early removal of senescent cells protects retinal ganglion cells loss in experimental ocular hypertension,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.6078/d12d9f,Excitatory neurotransmission activates compartmentalized calcium transients in Müller glia without affecting lateral process motility,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.6078/d1895r,Directed Evolution of AAV for Efficient Gene Delivery to Canine and Primate Retina - Raw counts of variants from deep sequencing,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.6078/d18t35,"Data from: Idiosyncratic perception: a link between acuity, perceived position and apparent size",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.6078/d1dx1p,Data from: Precession modulation of the South Pacific westerly wind belt over the past million years,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.6078/d1h13d,"Phylogeny of species, infraspecific taxa, and forms in Iris subgenus Xiphium (Iridaceae) that have centers of diversity in the Mediterranean Basin biodiversity hotspot",exclude,Plant genus Iris search collision; not an ocular resource.,,,high
10.6078/d1n41x,Data from: Probing lithium mobility at a solid electrolyte surface,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.6078/d1vb0g,Data and code associated with: Two annual cycles of the Pacific cold tongue under orbital precession,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
